smiles,min_bde_pred,Td
O=[N+](C(C=C1[N+]([O-])=O)=NN1C2=NNC=N2)[O-],80.49271,573.15
O=[N+]([O-])C1=C(C2=C([N+]([O-])=O)C(N([H])[H])=C([N+]([O-])=O)C(N([H])[H])=C2[N+]([O-])=O)C([N+]([O-])=O)=C(N([H])[H])C([N+]([O-])=O)=C1N([H])[H],16.66344,573.15
NC1=N[N+]([O-])=NC2=C([N+]([O-])=O)C=NN21,77.759254,575.15
[O-][N+]1=C2C3=NON=C3N(C4=C([N+]([O-])=O)C(N)=C([N+]([O-])=O)C(N)=C4[N+]([O-])=O)C5=NON=C5C2=NO1,10.432018,575.15
O=[N+](N=C1N([H])[H])N=C2[N+]1=NC([H])=C2[N+]([O-])=O,74.50226,575.15
CC(=O)NNC1=NC2=CC=C(C=C2C(=N1)C1=CC=CC=C1)[N+]([O-])=O,4.290881,575.65
C[C@H](N1C(=O)C2=CC=CC3=CC(=CC(C1=O)=C23)[N+]([O-])=O)C(=O)NCCNC(=O)[C@H](C)N1C(=O)C2=CC=CC3=CC(=CC(C1=O)=C23)[N+]([O-])=O,7.8087316,575.65
COC1=C(OC)C(=C2C(CC(=CC3=CC(C)=C(O)C(C)=C3)C2=O)=C1)[N+]([O-])=O,20.036274,576.15
[O-][N+](=O)C1=CC=C(C=C1)C1=CC=CC(=N1)C(=O)NC1=NN=NN1,20.333786,576.65
CC(=O)OC1=CC=C2C=C(C(=O)OC2=C1OC(C)=O)C1=CC=C(C=C1)[N+]([O-])=O,10.340908,576.65
NC(=O)C1=NC(=CC(O)=C1)C1=CC=C(C=C1)[N+]([O-])=O,20.328396,577.15
OC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,13.497526,578.1
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,68.3371,578.15
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,22.762272,578.15
CCOC(=O)C1=CC2=C(NC3=CC=C(C(N4CCCCC4)=C23)[N+]([O-])=O)C=N1,17.971725,580.15
O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CC2)=N1)[O-],68.8702,580.15
O=[N+](C1=NN2C(NC3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3CC2)=C1[N+]([O-])=O)[O-],70.10446,580.15
[O-][N+](=O)C12CN3CN(CN(C3)C1)C2,79.60581,580.65
CC1=NC=C2CC3=C(C=C4OCOC4=C3)C(=NN12)C1=CC=C(C=C1)[N+]([O-])=O,15.489309,580.65
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,22.434292,581.65
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,22.668747,581.65
OC1=C([N+]([O-])=O)C=CC=C1[N+]([O-])=O,13.9135275,582.1
CCC1=CC=C2N=CC(=C(O)C2=C1)[N+]([O-])=O,10.547389,582.15
CC(=O)NC1=CC=C(C=C1)C1=CC(C)=CC(=N1)C(=O)NC1=NN=NN1,21.169453,582.65
CC1(C)C2=CC=C(C=C2C2=C1C1=CC=CC(C(O)=O)=C1N2)[N+]([O-])=O,19.851141,583.15
CC1=CC=CN2C(=O)C(=CN=C12)C1=NN=NN1,23.492249,583.65
CCOC(=O)C1=C(O)C2=CC=CN=C2N(C2=CC(=CC=C2)[N+]([O-])=O)C1=O,13.135021,583.65
O=C1N2C=CC=CC2=NC=C1C1=NN=NN1,22.14543,584.65
OC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,10.394428,585.1
CC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,11.278373,586.1
COC1=CC(OC)=C(C(C2=NN=C(O2)C2=C(C(OC)=CC(OC)=C2[N+]([O-])=O)[N+]([O-])=O)=C1[N+]([O-])=O)[N+]([O-])=O,10.891374,588.15
[O-][N+](=O)C1=CC(=C(C2=NN=C(O2)C2=C(C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)C(=C1)[N+]([O-])=O)[N+]([O-])=O,15.504295,591.15
[O-][N+](=O)C1=C(CC2=NNC3=C2C(=O)N(C2=CC=CC=C2)C2=C3C=CC=N2)C=CC=C1,14.958273,592.15
N1C=CN=C1C1=NN=NN1,78.510216,593.65
CCOC(=O)C1=CC2=C(NC3=CC(=CC=C23)[N+]([O-])=O)C=N1,17.570742,594.15
CN1C(=O)C(=O)NC2=C1C=C(C1=C2C=CC=C1[N+]([O-])=O)[N+]([O-])=O,8.244979,598.15
OC1=CC2=C(C=C1O)C1=CC(O)=C(O)C=C1C(=O)N2CC1=CC=C(C=C1)[N+]([O-])=O,5.1228857,598.15
O=[N+]1N=C2[N+]([H])=NC([N+]([O-])=O)=C2C(N([H])[H])=N1,71.61575,599.95
COC1=C2N=C3C(C=CC=C3C(=O)NC3=NN=NN3)=NC2=CC=C1,7.9568095,600.65
O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CCC2)=N1)[O-],72.20404,601.15
O=[N+](C1=CC([N+]([O-])=O)=NN1CN2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)[O-],78.13245,603.15
CC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C(C)=C1[N+]([O-])=O,12.8178835,603.3
[O-][N+](=O)c1c(c([N+](=O)[O-])cc([N+](=O)[O-])c1C)C,63.741745,603.3
COC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,9.488983,604.1
O=[N+](C1=C(N)C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=C1)[O-],20.415825,606.1
CN1C(=O)NC(=O)C1=CC1=C(C)C=CC=C1[N+]([O-])=O,12.259,613.65
CC1=CC=C([N+]([O-])=O)C([N+]([O-])=O)=C1,39.590378,614.1
CCOC(=O)C1=CC2=C(NC3=C(C=C(C=C23)[N+]([O-])=O)[N+]([O-])=O)C=N1,24.555595,616.15
[H]c1c([N+]([O-])=O)c(/C([H])=C(c2c([N+]([O-])=O)cc([N+]([O-])=O)c([H])c2[N+]([O-])=O)\[H])c([N+]([O-])=O)c([H])c1[N+]([O-])=O,13.342919,620.8
[O-][N+](=O)C1=CC=C2N=C3N(C4=CC=CC=C4C3=O)C(=O)C2=C1,6.7462425,622.15
NC(=O)NC1=C(C(N)=C(C(N)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,13.386538,623.15
O=[N+](C1=NNC([N+]([O-])=O)=C1CCC2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)[O-],70.88474,624.15
C1(=C(N=C(C(=[N+]1[O-])N)[N+](=O)[O-])N(O)[O])N,36.143585,627.1
NC1=CC(N2C=CC(=O)C=C2)=C(C=C1[N+]([O-])=O)C#N,7.259186,628.65
CCCCC1=NC2=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(O)=O,20.617401,629.65
CC1=C([N+]([O-])=O)C=CC=C1[N+]([O-])=O,15.896301,629.9
O=C(O)C1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1,19.604244,632.6
[O-][N+](=O)C12CC3(CC(C1)(CC(C2)(C3)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,77.479294,633.15
O=[N+](C1=C(NC(N=C(NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)C([N+]([O-])=O)=C3)=C3[N+]([O-])=O)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],14.832294,633.15
O=[N+](C(C(N([H])[H])=N1)=C2N1C(N([H])[H])=C([N+]([O-])=O)C(N([H])[H])=N2)[O-],34.806557,637.15
[O-][N+](=O)C1=C(C=C2N3C(=O)NN=C3C(=O)NC2=C1)N1C=NC(=C1)C1=CC=CC=C1,2.6528277,638.15
O=[N+](C1=CNN=C1C2=NNC=C2[N+]([O-])=O)[O-],80.12954,638.15
CC1=CC=CC([N+]([O-])=O)=C1[N+]([O-])=O,7.9887953,641.1
O=[N+](C1=C(NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)N=C(NC3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],14.832293,643.6
NC1=CC=C([N+]([O-])=O)C=C1[N+]([O-])=O,14.838984,645.1
O=[N+](C1=C(N)C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=C1N)[O-],14.166497,652.2
[O-][N+](C1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1Cl)=O,11.88293,653.1
NC(=O)C1=C(OC2=C1C(O)=NC=N2)C1=CC(=CC=C1)[N+]([O-])=O,21.68475,653.15
NC1=C([N+]([O-])=O)C=CC=C1[N+]([O-])=O,16.062551,659.1
O=[N+](C1=C(Cl)C=C(Cl)C([N+]([O-])=O)=C1Cl)[O-],5.349934,676.1
O=[N+](C1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],62.255104,685.3
